"lhs","op","rhs","block","group","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox"
"FV5","~~","FV5",1,1,0,0,NA,NA,0,0,0,0,0
"BMI6","~~","BMI6",1,1,0,0,NA,NA,0,0,0,0,0
"PA6","~~","PA6",1,1,0,0,NA,NA,0,0,0,0,0
"FV6","~~","FV6",1,1,0,0,NA,NA,0,0,0,0,0
"BMI7","~~","BMI7",1,1,0,0,NA,NA,0,0,0,0,0
"PA7","~~","PA7",1,1,0,0,NA,NA,0,0,0,0,0
"FV7","~~","FV7",1,1,0,0,NA,NA,0,0,0,0,0
"riBMI","~","female",1,1,0.128967087490189,0.191444648115872,0.673652090875541,0.500532527376503,-0.246257527849864,0.504191702830242,0.028964835729513,0.0143899003136705,0.028964835729513
"riPA","~","female",1,1,-0.2929229808595,0.110894500015977,-2.6414563465032,0.00825504445360603,-0.510272206974391,-0.0755737547446101,-0.13703809062959,-0.0680813273636578,-0.13703809062959
"riFV","~","female",1,1,0.27601080394745,0.0236958431382397,11.6480684961166,0,0.229567804813189,0.32245380308171,0.539101877130773,0.26782897521908,0.539101877130773
"riBMI","~","med",1,1,0.953462570455544,0.0985686553501738,9.67308082948158,0,0.760271555964662,1.14665358494643,0.214139027754542,0.250964004511097,0.214139027754542
"riPA","~","med",1,1,-0.173941808953748,0.0498470570766357,-3.48951009658056,0.000483906777709597,-0.271640245559266,-0.0762433723482292,-0.0813751563968678,-0.0953690475352482,-0.0813751563968678
"riFV","~","med",1,1,-0.0087845570399143,0.0112577209969961,-0.780313976715028,0.435206087949853,-0.030849284742027,0.0132801706621984,-0.0171579196257905,-0.0201085260520736,-0.0171579196257905
"riPA","~","age",1,1,-0.0106087849912266,0.0039850898010291,-2.66211943040456,0.00776503217445379,-0.0184194174764016,-0.00279815250605169,-0.00496310543758554,-0.0869756288768422,-0.00496310543758554
"riFV","~","age",1,1,0.00971601182574824,0.000754447119693825,12.8783205238974,0,0.00823732264290836,0.0111947010085881,0.0189772289293535,0.332565253998169,0.0189772289293535
"riBMI","~","age",1,1,0.0336339441130838,0.00635426572796877,5.29312835707224,1.20241461010195e-07,0.0211798121380678,0.0460880760880997,0.00755387816480854,0.132377462478994,0.00755387816480854
"female","~~","female",1,1,0.246816069024479,0,NA,NA,0.246816069024479,0.246816069024479,0.246816069024479,1,0.246816069024479
"female","~~","med",1,1,-0.0112829735032739,0,NA,NA,-0.0112829735032739,-0.0112829735032739,-0.0112829735032739,-0.0193785484741807,-0.0112829735032739
"female","~~","age",1,1,-0.292747221430606,0,NA,NA,-0.292747221430606,-0.292747221430606,-0.292747221430606,-0.0336249765490781,-0.292747221430606
"med","~~","med",1,1,1.37350807829675,0,NA,NA,1.37350807829675,1.37350807829675,1.37350807829675,1,1.37350807829675
"med","~~","age",1,1,9.34421012634179,0,NA,NA,9.34421012634179,9.34421012634179,9.34421012634179,0.454970157169543,9.34421012634179
"age","~~","age",1,1,307.105894366866,0,NA,NA,307.105894366866,307.105894366866,307.105894366866,1,307.105894366866
"BMI1","~1","",1,1,22.8317015913631,0.33013036097658,69.1596541554771,0,22.1846579736458,23.4787452090804,22.8317015913631,4.82398970268409,4.82398970268409
"BMI2","~1","",1,1,22.9750867369982,0.330926391569005,69.4265773970688,0,22.3264829279892,23.6236905460072,22.9750867369982,4.92663541157264,4.92663541157264
"BMI3","~1","",1,1,23.095016534437,0.331138946494489,69.7441867799786,0,22.4459961254293,23.7440369434447,23.095016534437,4.99511559825398,4.99511559825398
"BMI4","~1","",1,1,23.2658609453705,0.33172859843963,70.135228179926,0,22.6156848397868,23.9160370509541,23.2658609453705,5.09283508259612,5.09283508259612
"BMI5","~1","",1,1,23.2407848291036,0.329969611329287,70.4331066593611,0,22.5940562749055,23.8875133833017,23.2407848291036,5.0678399271651,5.0678399271651
"BMI6","~1","",1,1,23.2573528407779,0.329623880436119,70.5572448513334,0,22.6113019066788,23.903403774877,23.2573528407779,5.05693247098771,5.05693247098771
"BMI7","~1","",1,1,23.2784994352383,0.330995811122757,70.3286828805366,0,22.6297595664041,23.9272393040726,23.2784994352383,5.02328078751778,5.02328078751778
"PA1","~1","",1,1,2.87228373599199,0.220844994578839,13.0058810772214,0,2.43943550045152,3.30513197153246,2.87228373599199,0.938647049846811,0.938647049846811
"PA2","~1","",1,1,2.64759438388448,0.218398066767928,12.1227922163699,0,2.21954203872617,3.0756467290428,2.64759438388448,0.870874136808385,0.870874136808385
"PA3","~1","",1,1,2.73977996204534,0.217976742358589,12.5691389475772,0,2.31255339755514,3.16700652653554,2.73977996204534,0.917509485872551,0.917509485872551
"PA4","~1","",1,1,2.74325081169786,0.218488073473557,12.5556089542337,0,2.31502205663814,3.17147956675757,2.74325081169786,0.851616093776585,0.851616093776585
"PA5","~1","",1,1,2.67435883013219,0.219099668646295,12.2061290491934,0,2.24493137056079,3.10378628970358,2.67435883013219,0.886253540663218,0.886253540663218
"PA6","~1","",1,1,2.60725473478455,0.213881492013653,12.1901839670078,0,2.1880547134781,3.026454756091,2.60725473478455,0.838190743102602,0.838190743102602
"PA7","~1","",1,1,2.67730573058928,0.214841083348143,12.461795895205,0,2.25622494482735,3.09838651635121,2.67730573058928,0.829596036093445,0.829596036093445
"FV1","~1","",1,1,1.22796314481835,0.0410249521707814,29.9321042400366,0,1.14755571609614,1.30837057354056,1.22796314481835,1.73549333490208,1.73549333490208
"FV2","~1","",1,1,1.20381588259887,0.0402667118063376,29.8960562856141,0,1.12489457768259,1.28273718751514,1.20381588259887,1.71015354964113,1.71015354964113
"FV3","~1","",1,1,1.19686528902503,0.0407579194536273,29.3652204300264,0,1.11698123481113,1.27674934323892,1.19686528902503,1.69257118647935,1.69257118647935
"FV4","~1","",1,1,1.17678275546965,0.0404826994157969,29.0687817870775,0,1.09743812261773,1.25612738832157,1.17678275546965,1.69692536115127,1.69692536115127
"FV5","~1","",1,1,1.17916406047069,0.0406015431263813,29.0423459226729,0,1.09958649822623,1.25874162271515,1.17916406047069,1.70483357676583,1.70483357676583
"FV6","~1","",1,1,1.19589117722581,0.0406697976317767,29.4048961849622,0,1.116179838609,1.27560251584263,1.19589117722581,1.7013386168714,1.7013386168714
"FV7","~1","",1,1,1.19756835702217,0.0413394164402015,28.9691645443153,0,1.11654458965747,1.27859212438687,1.19756835702217,1.6952978452343,1.6952978452343
"female","~1","",1,1,0.556426332288401,0,NA,NA,0.556426332288401,0.556426332288401,0.556426332288401,1.12000757190777,0.556426332288401
"med","~1","",1,1,1.02403343782654,0,NA,NA,1.02403343782654,1.02403343782654,1.02403343782654,0.873772815314719,1.02403343782654
"age","~1","",1,1,51.5909090909091,0,NA,NA,51.5909090909091,51.5909090909091,51.5909090909091,2.94394101825514,51.5909090909091
"riBMI","~1","",1,1,0,0,NA,NA,0,0,0,0,0
"riPA","~1","",1,1,0,0,NA,NA,0,0,0,0,0
"riFV","~1","",1,1,0,0,NA,NA,0,0,0,0,0
"wBMI1","~1","",1,1,0,0,NA,NA,0,0,0,0,0
"wPA1","~1","",1,1,0,0,NA,NA,0,0,0,0,0
"wFV1","~1","",1,1,0,0,NA,NA,0,0,0,0,0
"wBMI2","~1","",1,1,0,0,NA,NA,0,0,0,0,0
"wPA2","~1","",1,1,0,0,NA,NA,0,0,0,0,0
"wFV2","~1","",1,1,0,0,NA,NA,0,0,0,0,0
"wBMI3","~1","",1,1,0,0,NA,NA,0,0,0,0,0
"wPA3","~1","",1,1,0,0,NA,NA,0,0,0,0,0
"wFV3","~1","",1,1,0,0,NA,NA,0,0,0,0,0
"wBMI4","~1","",1,1,0,0,NA,NA,0,0,0,0,0
"wPA4","~1","",1,1,0,0,NA,NA,0,0,0,0,0
"wFV4","~1","",1,1,0,0,NA,NA,0,0,0,0,0
"wBMI5","~1","",1,1,0,0,NA,NA,0,0,0,0,0
"wPA5","~1","",1,1,0,0,NA,NA,0,0,0,0,0
"wFV5","~1","",1,1,0,0,NA,NA,0,0,0,0,0
"wBMI6","~1","",1,1,0,0,NA,NA,0,0,0,0,0
"wPA6","~1","",1,1,0,0,NA,NA,0,0,0,0,0
"wFV6","~1","",1,1,0,0,NA,NA,0,0,0,0,0
"wBMI7","~1","",1,1,0,0,NA,NA,0,0,0,0,0
"wPA7","~1","",1,1,0,0,NA,NA,0,0,0,0,0
"wFV7","~1","",1,1,0,0,NA,NA,0,0,0,0,0
"riBMI","=~","BMI1",2,2,1,0,NA,NA,1,1,4.1308941536593,0.928759823987277,0.928759823987277
"riBMI","=~","BMI2",2,2,1,0,NA,NA,1,1,4.1308941536593,0.94353303082019,0.94353303082019
"riBMI","=~","BMI3",2,2,1,0,NA,NA,1,1,4.1308941536593,0.951514972191058,0.951514972191058
"riBMI","=~","BMI4",2,2,1,0,NA,NA,1,1,4.1308941536593,0.94916714630042,0.94916714630042
"riBMI","=~","BMI5",2,2,1,0,NA,NA,1,1,4.1308941536593,0.954577178666234,0.954577178666234
"riBMI","=~","BMI6",2,2,1,0,NA,NA,1,1,4.1308941536593,0.927395331919349,0.927395331919349
"riBMI","=~","BMI7",2,2,1,0,NA,NA,1,1,4.1308941536593,0.922353718397807,0.922353718397807
"riPA","=~","PA1",2,2,1,0,NA,NA,1,1,1.92012162338131,0.651898266691599,0.651898266691599
"riPA","=~","PA2",2,2,1,0,NA,NA,1,1,1.92012162338131,0.599243932725701,0.599243932725701
"riPA","=~","PA3",2,2,1,0,NA,NA,1,1,1.92012162338131,0.67400195560665,0.67400195560665
"riPA","=~","PA4",2,2,1,0,NA,NA,1,1,1.92012162338131,0.632729911999342,0.632729911999342
"riPA","=~","PA5",2,2,1,0,NA,NA,1,1,1.92012162338131,0.58692830586089,0.58692830586089
"riPA","=~","PA6",2,2,1,0,NA,NA,1,1,1.92012162338131,0.681087642879882,0.681087642879882
"riPA","=~","PA7",2,2,1,0,NA,NA,1,1,1.92012162338131,0.682736460376193,0.682736460376193
"riFV","=~","FV1",2,2,1,0,NA,NA,1,1,0.515745696808961,0.727522687664284,0.727522687664284
"riFV","=~","FV2",2,2,1,0,NA,NA,1,1,0.515745696808961,0.730956950306965,0.730956950306965
"riFV","=~","FV3",2,2,1,0,NA,NA,1,1,0.515745696808961,0.74560451546896,0.74560451546896
"riFV","=~","FV4",2,2,1,0,NA,NA,1,1,0.515745696808961,0.756755353968751,0.756755353968751
"riFV","=~","FV5",2,2,1,0,NA,NA,1,1,0.515745696808961,0.736425605745986,0.736425605745986
"riFV","=~","FV6",2,2,1,0,NA,NA,1,1,0.515745696808961,0.736015076085616,0.736015076085616
"riFV","=~","FV7",2,2,1,0,NA,NA,1,1,0.515745696808961,0.730643785076069,0.730643785076069
"wBMI1","=~","BMI1",2,2,1,0,NA,NA,1,1,1.64870218707885,0.37068205965102,0.37068205965102
"wPA1","=~","PA1",2,2,1,0,NA,NA,1,1,2.23353958439424,0.758306435344241,0.758306435344241
"wFV1","=~","FV1",2,2,1,0,NA,NA,1,1,0.486369267458506,0.686083623863547,0.686083623863547
"wBMI2","=~","BMI2",2,2,1,0,NA,NA,1,1,1.45037451736323,0.331278462552677,0.331278462552677
"wPA2","=~","PA2",2,2,1,0,NA,NA,1,1,2.56520750477168,0.800566492610973,0.800566492610973
"wFV2","=~","FV2",2,2,1,0,NA,NA,1,1,0.481501711514417,0.682423575792881,0.682423575792881
"wBMI3","=~","BMI3",2,2,1,0,NA,NA,1,1,1.33542102370382,0.307602434477119,0.307602434477119
"wPA3","=~","PA3",2,2,1,0,NA,NA,1,1,2.10452001142439,0.738729560690793,0.738729560690793
"wFV3","=~","FV3",2,2,1,0,NA,NA,1,1,0.46095094653399,0.666388705270654,0.666388705270654
"wBMI4","=~","BMI4",2,2,1,0,NA,NA,1,1,1.36992930668869,0.314772502585467,0.314772502585467
"wPA4","=~","PA4",2,2,1,0,NA,NA,1,1,2.34995922402194,0.774372557921124,0.774372557921124
"wFV4","=~","FV4",2,2,1,0,NA,NA,1,1,0.445509940471095,0.653698198130934,0.653698198130934
"wBMI5","=~","BMI5",2,2,1,0,NA,NA,1,1,1.28942618265371,0.297963772914784,0.297963772914784
"wPA5","=~","PA5",2,2,1,0,NA,NA,1,1,2.64871392594538,0.809638909501801,0.809638909501801
"wFV5","=~","FV5",2,2,1,0,NA,NA,1,1,0.473790590842262,0.676518534263221,0.676518534263221
"wBMI6","=~","BMI6",2,2,1,0,NA,NA,1,1,1.66627560149603,0.374082742630827,0.374082742630827
"wPA6","=~","PA6",2,2,1,0,NA,NA,1,1,2.06422288824481,0.73220190024086,0.73220190024086
"wFV6","=~","FV6",2,2,1,0,NA,NA,1,1,0.474367811007084,0.676965145169738,0.676965145169738
"wBMI7","=~","BMI7",2,2,1,0,NA,NA,1,1,1.73030852135503,0.386346500123579,0.386346500123579
"wPA7","=~","PA7",2,2,1,0,NA,NA,1,1,2.05491459741907,0.730664714950015,0.730664714950015
"wFV7","=~","FV7",2,2,1,0,NA,NA,1,1,0.481944759675518,0.68275885884382,0.68275885884382
"wBMI2","~","wBMI1",2,2,0.535462921150418,0.0923150453526253,5.80038626537045,6.6162335610187e-09,0.35452875702809,0.716397085272745,0.608683397723564,0.608683397723564,0.608683397723564
"wBMI2","~","wPA1",2,2,-0.0253477135896496,0.0239313836943849,-1.05918295044499,0.289516468219882,-0.0722523637308531,0.0215569365515539,-0.0390348292793342,-0.0390348292793342,-0.0390348292793342
"wBMI2","~","wFV1",2,2,-0.15554662760595,0.115447000605203,-1.34734230244644,0.177870013792798,-0.381818590915322,0.0707253357034225,-0.0521610786859961,-0.0521610786859961,-0.0521610786859961
"wPA2","~","wBMI1",2,2,-0.10342924286947,0.0633098545308894,-1.63369894996372,0.102322078965899,-0.227514277616483,0.0206557918775431,-0.066475721207584,-0.066475721207584,-0.066475721207584
"wPA2","~","wPA1",2,2,0.463678067959089,0.103368621222164,4.48567527047241,7.26833689257411e-06,0.261079293232085,0.666276842686092,0.403726917715472,0.403726917715472,0.403726917715472
"wPA2","~","wFV1",2,2,-0.0945710565481629,0.215888007500462,-0.438056090484603,0.661345623602192,-0.517703775943181,0.328561662846856,-0.0179308907410206,-0.0179308907410206,-0.0179308907410206
"wFV2","~","wBMI1",2,2,-0.00190137091639025,0.0173002597056269,-0.109904183448288,0.912485364733502,-0.0358092568626086,0.0320065150298281,-0.00651045326181951,-0.00651045326181951,-0.00651045326181951
"wFV2","~","wPA1",2,2,0.00382333908223035,0.0115139045700315,0.332062773230011,0.739841859352445,-0.0187434991964624,0.0263901773609231,0.0177353039054926,0.0177353039054926,0.0177353039054926
"wFV2","~","wFV1",2,2,0.0911243834120922,0.045650442247635,1.99613363913935,0.0459193783329277,0.00165116072840202,0.180597606095782,0.0920455702397236,0.0920455702397236,0.0920455702397236
"wBMI3","~","wBMI2",2,2,0.369262119359909,0.107389287856865,3.43853774179119,0.000584865003212087,0.158782982835049,0.579741255884768,0.401048327561698,0.401048327561698,0.401048327561698
"wBMI3","~","wPA2",2,2,-0.0187056795685501,0.0247584023073694,-0.755528540829242,0.449931914099801,-0.0672312564057474,0.0298198972686472,-0.0359317015078992,-0.0359317015078992,-0.0359317015078992
"wBMI3","~","wFV2",2,2,-0.0968461506861605,0.131409269225097,-0.736981122087123,0.461133829564597,-0.354403585602077,0.160711284229756,-0.0349190154125591,-0.0349190154125591,-0.0349190154125591
"wPA3","~","wBMI2",2,2,-0.0389351161432499,0.0886769809168498,-0.439066776300813,0.660613151720855,-0.212738804998021,0.134868572711521,-0.0268329595243557,-0.0268329595243557,-0.0268329595243557
"wPA3","~","wPA2",2,2,0.39357556906997,0.0841994172646442,4.67432651977788,2.94919804066929e-06,0.228547743712008,0.558603394427933,0.47973076900787,0.47973076900787,0.47973076900787
"wPA3","~","wFV2",2,2,0.106502655815261,0.181485019998559,0.58683992660169,0.557311218834499,-0.249201447115447,0.462206758745969,0.0243671767326986,0.0243671767326986,0.0243671767326986
"wFV3","~","wBMI2",2,2,-0.0251748078104366,0.020503195304293,-1.22784802255507,0.219504024482255,-0.0653603321748417,0.0150107165539685,-0.079212115741,-0.079212115741,-0.079212115741
"wFV3","~","wPA2",2,2,0.000688251239066878,0.00877941896033721,0.0783937117224034,0.937514875457366,-0.0165190937283821,0.0178955962065159,0.00383014126969056,0.00383014126969056,0.00383014126969056
"wFV3","~","wFV2",2,2,0.132235096746632,0.0488303570974377,2.70805098727346,0.00676796238342514,0.0365293554834239,0.227940838009839,0.138130588264412,0.138130588264412,0.138130588264412
"wBMI4","~","wBMI3",2,2,0.495896474016721,0.132752934463867,3.73548408567719,0.000187354428481834,0.235705503625536,0.756087444407906,0.483404927355873,0.483404927355873,0.483404927355873
"wBMI4","~","wPA3",2,2,0.0165426610418492,0.0310500906775756,0.532773356884149,0.594190479127659,-0.0443143984029019,0.0773997204866002,0.0254132538334649,0.0254132538334649,0.0254132538334649
"wBMI4","~","wFV3",2,2,-0.0708947112509768,0.123151045784642,-0.575672831678203,0.564836342304789,-0.312266325647318,0.170476903145364,-0.0238545040943619,-0.0238545040943619,-0.0238545040943619
"wPA4","~","wBMI3",2,2,-0.0479381347588196,0.0955528747738195,-0.501692229274028,0.615884031467684,-0.235218327934772,0.139342058417132,-0.0272420016226958,-0.0272420016226958,-0.0272420016226958
"wPA4","~","wPA3",2,2,0.4811193756249,0.159428055924129,3.01778361930137,0.00254630645686671,0.168646127888369,0.793592623361431,0.43086932893826,0.43086932893826,0.43086932893826
"wPA4","~","wFV3",2,2,-0.153057131202457,0.214215501913155,-0.714500723969582,0.474917608648185,-0.572911799882411,0.266797537477498,-0.0300225760431708,-0.0300225760431708,-0.0300225760431708
"wFV4","~","wBMI3",2,2,-0.00298842463302108,0.0218124408490506,-0.137005512299242,0.891026438016326,-0.0457400231120705,0.0397631738460284,-0.00895783622352118,-0.00895783622352118,-0.00895783622352118
"wFV4","~","wPA3",2,2,0.0147508978206949,0.00841095934395964,1.75377114755505,0.0794697287924024,-0.00173427956889658,0.0312360752102865,0.0696809584479812,0.0696809584479812,0.0696809584479812
"wFV4","~","wFV3",2,2,0.101120821404344,0.0462422048830246,2.18676470250806,0.0287597054764634,0.0104877652678935,0.191753877540794,0.104625585438876,0.104625585438876,0.104625585438876
"wBMI5","~","wBMI4",2,2,0.408352324063932,0.115837853289769,3.52520624706705,0.000423153197070647,0.181314303569549,0.635390344558314,0.433847104793786,0.433847104793786,0.433847104793786
"wBMI5","~","wPA4",2,2,-0.00600639989339918,0.0239856633059547,-0.250416251440836,0.802265463070416,-0.0530174361183743,0.041004636331576,-0.0109465706703805,-0.0109465706703805,-0.0109465706703805
"wBMI5","~","wFV4",2,2,-0.12281941513279,0.141929225971635,-0.865356759976528,0.386843006149279,-0.40099558639084,0.15535675612526,-0.0424353647076507,-0.0424353647076507,-0.0424353647076507
"wPA5","~","wBMI4",2,2,0.0584063676595784,0.108450143851883,0.538555004033441,0.590193942219777,-0.154152008408301,0.270964743727458,0.0302080923010712,0.0302080923010712,0.0302080923010712
"wPA5","~","wPA4",2,2,0.330723760345171,0.110324955617299,2.99772393738732,0.00272003940879317,0.114490820739285,0.546956699951057,0.293420646002366,0.293420646002366,0.293420646002366
"wPA5","~","wFV4",2,2,0.0564039997476284,0.19863015286219,0.283964941550247,0.776437247737215,-0.33290394610595,0.445711945601207,0.00948707307488054,0.00948707307488054,0.00948707307488054
"wFV5","~","wBMI4",2,2,-0.00836769124817735,0.0205911851401367,-0.406372493434917,0.684468927287739,-0.0487256725218415,0.0319902900254868,-0.0241945401444601,-0.0241945401444601,-0.0241945401444601
"wFV5","~","wPA4",2,2,0.00592858430470208,0.00781441742137019,0.758672590037115,0.448048437424674,-0.00938739240134585,0.02124456101075,0.0294052512682015,0.0294052512682015,0.0294052512682015
"wFV5","~","wFV4",2,2,0.0891482986895594,0.0496342947794158,1.79610285762599,0.0724781600613698,-0.00813313147613989,0.186429728855259,0.0838270198056924,0.0838270198056924,0.0838270198056924
"wBMI6","~","wBMI5",2,2,0.71602336430677,0.107849171623203,6.63911788593395,3.15565351627356e-11,0.504642872162812,0.927403856450728,0.554085574139128,0.554085574139128,0.554085574139128
"wBMI6","~","wPA5",2,2,0.013934810046736,0.0203537401982555,0.684631419631185,0.493576535141037,-0.0259577876925299,0.0538274077860018,0.0221507926978317,0.0221507926978317,0.0221507926978317
"wBMI6","~","wFV5",2,2,0.00266649279451382,0.112701432357141,0.0236597950775277,0.981123975901009,-0.21822425563156,0.223557241220588,0.000758193419777052,0.000758193419777052,0.000758193419777052
"wPA6","~","wBMI5",2,2,0.0214214964217788,0.0844431166994857,0.25367960420046,0.799743092218185,-0.144083971051526,0.186926963895084,0.0133810348267917,0.0133810348267917,0.0133810348267917
"wPA6","~","wPA5",2,2,0.259220330458425,0.0646841160749004,4.00748044787785,6.13699403264611e-05,0.132441792579812,0.385998868337038,0.332619361544432,0.332619361544432,0.332619361544432
"wPA6","~","wFV5",2,2,-0.0890231067030737,0.162039361622403,-0.549391862642129,0.58273655725574,-0.406614419560846,0.228568206154698,-0.02043302133876,-0.02043302133876,-0.02043302133876
"wFV6","~","wBMI5",2,2,0.00793359328444904,0.0221023086939924,0.358948623616205,0.719633523792625,-0.0353861357309625,0.0512533222998606,0.021565086555465,0.021565086555465,0.021565086555465
"wFV6","~","wPA5",2,2,-0.0149975466012305,0.00958273572986117,-1.56505897939938,0.117569080719787,-0.0337793635051235,0.00378427030266257,-0.083741370337417,-0.083741370337417,-0.083741370337417
"wFV6","~","wFV5",2,2,0.134103525112663,0.0484378622419015,2.76856820069684,0.00563032002810981,0.0391670596304231,0.229039990594902,0.133940345282428,0.133940345282428,0.133940345282428
"wBMI7","~","wBMI6",2,2,0.670688998981439,0.0778238096182751,8.61804378725689,0,0.518157134989918,0.82322086297296,0.64586904670584,0.64586904670584,0.64586904670584
"wBMI7","~","wPA6",2,2,0.0109491133161475,0.0267950043028902,0.40862517476687,0.682814752890182,-0.041568130083113,0.063466356715408,0.0130620695871499,0.0130620695871499,0.0130620695871499
"wBMI7","~","wFV6",2,2,0.0414680465124663,0.110838216553754,0.374131304182029,0.708306629744792,-0.175770866043543,0.258706959068476,0.0113685543405021,0.0113685543405021,0.0113685543405021
"wPA7","~","wBMI6",2,2,-0.0672333894806267,0.0566176170573345,-1.18749945644201,0.235030670862929,-0.178201879803483,0.0437351008422295,-0.0545177676182525,-0.0545177676182525,-0.0545177676182525
"wPA7","~","wPA6",2,2,0.335123512563234,0.0824812863329558,4.06302480795979,4.84408790815127e-05,0.173463161952105,0.496783863174364,0.336641545050522,0.336641545050522,0.336641545050522
"wPA7","~","wFV6",2,2,-0.152343711451088,0.173407892508086,-0.878528129531272,0.379657179234913,-0.492216935401929,0.187529512499752,-0.0351678619697935,-0.0351678619697935,-0.0351678619697935
"wFV7","~","wBMI6",2,2,0.0079309554080874,0.0140254352412913,0.565469468265657,0.571754485542447,-0.0195583925323424,0.0354203033485172,0.0274204817621556,0.0274204817621556,0.0274204817621556
"wFV7","~","wPA6",2,2,-0.000155681281911155,0.00961605681190002,-0.0161897215206234,0.987083035428779,-0.0190028063065262,0.0186914437427039,-0.000666800206747062,-0.000666800206747062,-0.000666800206747062
"wFV7","~","wFV6",2,2,0.221488573470955,0.0480485089463581,4.60968671719297,4.0327620398628e-06,0.127315226425242,0.315661920516667,0.21800641598684,0.21800641598684,0.21800641598684
"wBMI1","~~","wPA1",2,2,-0.305217747251993,0.188400257326546,-1.6200495242582,0.105221638922861,-0.674475466290102,0.0640399717861155,-0.0828846131439368,-0.0828846131439368,-0.0828846131439368
"wBMI1","~~","wFV1",2,2,-0.0881928648048948,0.0425242006397463,-2.07394527064815,0.0380843939917055,-0.171538766530153,-0.00484696307963693,-0.109982885872455,-0.109982885872455,-0.109982885872455
"wPA1","~~","wFV1",2,2,0.0564697133516777,0.0461655090186314,1.22320135859193,0.221253652580632,-0.0340130216527989,0.146952448356154,0.0519823374715743,0.0519823374715743,0.0519823374715743
"wBMI2","~~","wPA2",2,2,-0.175908448479939,0.109020724520063,-1.61353219082273,0.106628935405056,-0.389585142107726,0.0377682451478474,-0.066270863177489,-0.066270863177489,-0.066270863177489
"wBMI2","~~","wFV2",2,2,-0.0531985321687437,0.0276995688367946,-1.9205545213425,0.0547878933624579,-0.107488689476149,0.00109162513866171,-0.0976537664506273,-0.0976537664506273,-0.0976537664506273
"wPA2","~~","wFV2",2,2,0.0715331345500262,0.0370458721787804,1.93093401080728,0.0534912135484182,-0.00107544069625777,0.14414170979631,0.0639072672988071,0.0639072672988071,0.0639072672988071
"wBMI3","~~","wPA3",2,2,-0.175516988786086,0.108879848741576,-1.61202454645829,0.106956598343714,-0.388917570961743,0.0378835933895719,-0.0784273074260657,-0.0784273074260657,-0.0784273074260657
"wBMI3","~~","wFV3",2,2,-0.0280797345712374,0.0255836602570517,-1.09756517594067,0.272394406214371,-0.0782227872677675,0.0220633181252927,-0.050764850499846,-0.050764850499846,-0.050764850499846
"wPA3","~~","wFV3",2,2,0.0436322326103455,0.031392091275507,1.38991162542869,0.164555714967445,-0.0178951356890421,0.105159600909733,0.05219255602638,0.05219255602638,0.05219255602638
"wBMI4","~~","wPA4",2,2,-0.117482172811504,0.114565232565929,-1.02546095512787,0.305145739483127,-0.34202590252118,0.107061556898172,-0.0462802385181897,-0.0462802385181897,-0.0462802385181897
"wBMI4","~~","wFV4",2,2,-0.0207700290636648,0.0237811289263672,-0.873382803986072,0.382454460705437,-0.0673801852710482,0.0258401271437185,-0.0392199317062317,-0.0392199317062317,-0.0392199317062317
"wPA4","~~","wFV4",2,2,0.0041307516374603,0.0308419320874234,0.133932972349184,0.893455577003371,-0.0563183244675197,0.0645798277424403,0.00441731197074656,0.00441731197074656,0.00441731197074656
"wBMI5","~~","wPA5",2,2,-0.0291382830149784,0.123850141827646,-0.235270485644886,0.813998801281074,-0.271880100477343,0.213603534447386,-0.00993186490972264,-0.00993186490972264,-0.00993186490972264
"wBMI5","~~","wFV5",2,2,0.00525501332805083,0.0287036715812232,0.183078088570678,0.854736747981486,-0.0510031491952124,0.0615131758513141,0.00961545588498695,0.00961545588498695,0.00961545588498695
"wPA5","~~","wFV5",2,2,-0.049869187632576,0.039310670116143,-1.26859164408131,0.20458674608696,-0.126916685268351,0.0271783100031993,-0.0417565977918425,-0.0417565977918425,-0.0417565977918425
"wBMI6","~~","wPA6",2,2,-0.0530281238691174,0.0955635258561956,-0.554899198140872,0.578963610397438,-0.240329192782923,0.134272945044688,-0.0196527695355897,-0.0196527695355897,-0.0196527695355897
"wBMI6","~~","wFV6",2,2,-0.00170599535498208,0.0243577113683217,-0.0700392302538246,0.944162435062104,-0.0494462323827144,0.0460342416727502,-0.00262773796949089,-0.00262773796949089,-0.00262773796949089
"wPA6","~~","wFV6",2,2,-0.0196747303923607,0.035880438831274,-0.548341409225238,0.583457499117708,-0.0899990982511501,0.0506496374664287,-0.0216004361957001,-0.0216004361957001,-0.0216004361957001
"wBMI7","~~","wPA7",2,2,0.0156165958996727,0.0903190263871726,0.172904829960508,0.862726235078579,-0.161405442937908,0.192638634737254,0.00613061215265517,0.00613061215265517,0.00613061215265517
"wBMI7","~~","wFV7",2,2,-0.0101982282460673,0.0235197265115175,-0.43360318161324,0.664576623980262,-0.0562960451348735,0.035899588642739,-0.0164259226522103,-0.0164259226522103,-0.0164259226522103
"wPA7","~~","wFV7",2,2,0.00303581737066282,0.034959944674481,0.0868370187347239,0.93080106205453,-0.0654844150928329,0.0715560498341585,0.00334759327339691,0.00334759327339691,0.00334759327339691
"riBMI","~~","riBMI",2,2,15.8960533861862,0.999090682464538,15.9105211020226,0,13.9378716312662,17.8542351411063,0.931539292782487,0.931539292782487,0.931539292782487
