"lhs","rhs","est","se","z","pvalue"
"riBMI","riBMI",17.3421322441027,0.494563274907371,35.065547977356,0
"riPA","riPA",4.16777017326569,0.259068913484643,16.0874962464871,0
"riFV","riFV",0.268553182110741,0.00509959496850378,52.66166896967,0
"riBMI","riPA",-1.12319042362126,0.125332088076539,-8.96171476003292,0
"riBMI","riFV",-0.0216660096697508,0.0321228728567345,-0.674472976510523,0.500010660628921
"riPA","riFV",0.108990954794895,0.018691312203351,5.83110236505254,5.50623902029201e-09
